question,class,answer,drug,doctor,speciality
wet cough for last 3 days white mucous it started with throat irritation taking symptomatic medication like cheston cold mucous discharge continuing,cold and cough,Start with tab alaspan am once a day for five days and steam inhalation,https://1mg.com/drugs/alaspan-am-tablet-141462,Dr. Vijay Verma,ENT
i have sore throat and cough and cold.blocked nose.and a little body ache.i need to cure myself as quickly as possible.please cure me soon,cold and cough,"Take dolo 650 mg three times a day for two days, tab alaspan am once a day for five days",https://1mg.com/drugs/alaspan-am-tablet-141462,Dr. Vijay Verma,ENT
sir i have cold and mild fever with body aches from 4 days i already taken sinarest but still not cure pls advise me better treatment my nose is blocked and headache also thorough pain and leg pain,cold and cough,start tab alaspan once a day for five days,https://1mg.com/drugs/alaspan-am-tablet-141462,Dr. Vijay Verma,ENT
I am suffreng from itching in hands and fingers and ear,other,tab Alaspan 10 mg once at night for 2 weeks.,https://1mg.com/drugs/alaspan-am-tablet-141462,Dr. Banashree Majumdar,Dermatology
skin rashes in evening after 7 for just 15-20 minutes,other,tab Alaspan 10 mg once at night for 2 weeks.,https://1mg.com/drugs/alaspan-am-tablet-141462,Dr. Banashree Majumdar,Dermatology
I suffer from etching and there are some black and red pimples on my back,other,tab Alaspan 10 mg once at night for 2 weeks.,https://1mg.com/drugs/alaspan-am-tablet-141462,Dr. Banashree Majumdar,Dermatology
itching in inner thighs and scrotal area,other,tab Alaspan 10 mg once at night for 2 weeks.,https://1mg.com/drugs/alaspan-am-tablet-141462,Dr. Banashree Majumdar,Dermatology
Huge itching from hip to toe during summer,other,tab Alaspan 10 mg once at night for 2 weeks.,https://1mg.com/drugs/alaspan-am-tablet-141462,Dr. Banashree Majumdar,Dermatology
"If suddenly any smell enters in my nose I suddenly suffers cold,sneezing and water eyes and it can be happen anytime due to any kind of bad smell then which medicine I should prefer at that timr",cold and cough,Take azeflo nasal spray in each nostril once in the morning for two weeks,https://1mg.com/drugs/azeflo-nasal-spray-63478,Dr. Sfurti Mann,Internal Medicine
"Plz provide me a quick solution for irritation in nose , sneezing and watery eyes",cold and cough,Take tab montair LC at night and azeflo nasal spray in each nostril once daily.,https://1mg.com/drugs/azeflo-nasal-spray-63478,Dr. Sfurti Mann,Internal Medicine
Sore throat and frequent sneezing with cold.,cold and cough,Azeflo nasal spray once daily Tab Telekast l at night,https://1mg.com/drugs/azeflo-nasal-spray-63478,Dr. Sfurti Mann,Internal Medicine
I am suffering from Cold and sneezes for last 3days. Can you please prescribe some useful medicine,cold and cough,Take azeflo nasal spray once daily,https://1mg.com/drugs/azeflo-nasal-spray-63478,Dr. Sfurti Mann,Internal Medicine
"I get very frequent (every 2-3 weeks) cold, which is associated with itchy and runny nose. If I don't take Cetrizene, then I start continuously sneezing. the medicine acts quickly and I become better the next day. I know that I am allergic to dust and Bangalore environment does not help as well. Could be pollens. Is taking Cetrezine safe or should i consult a doctor or try some other medicine or approach.",cold and cough,U can take azeflo nasal spray once daily for 2 weeks Tab montair LC HS for 3 weeks,https://1mg.com/drugs/azeflo-nasal-spray-63478,Dr. Sfurti Mann,Internal Medicine
"High type of cough n cold, frequent sneezing, running eyes. Pls advice medicine",cold and cough,Azeflo nasal spray in each nostril twice dailyTab sinarest twice daily for five days,https://1mg.com/drugs/azeflo-nasal-spray-63478,Dr. Sfurti Mann,Internal Medicine
I hv smoky cough problem. allergy also if i connect with dust chinke bohot ati hai at a time 8 to 9 Plz suggest what i do,cold and cough,Use azeflo nasal spray once daily for two weeks,https://1mg.com/drugs/azeflo-nasal-spray-63478,Dr. Sfurti Mann,Internal Medicine
Frequent sneezing and Sinusitis headache,cold and cough,Take azeflo nasal spray once daily in each nostril for a week Steam unhalation Tab zerodol P for painGet checked by the physician whether antibiotic is needed,https://1mg.com/drugs/azeflo-nasal-spray-63478,Dr. Sfurti Mann,Internal Medicine
"Want emergency medicine like adrenaline, atropine, etc for my clinic",other,Dear sir kindly contact 1mg team for this,https://1mg.com/drugs/adrenaline-tartrate-injection-242957,Dr. Himanshu Arora,Dental Surgery
Cardiac arrest and myocardial infraction,other,Explain in detail how may i help you,https://1mg.com/drugs/adrenaline-tartrate-injection-242957,Dr. Ajeet Singh,Cardiology
How can i improve my ejection power? I am an cardiac arrest survivor.,other,Need to see you in details.Can see me at medanta call 9XXXXXX,https://1mg.com/drugs/adrenaline-tartrate-injection-242957,Dr. Nabajit Talukdar,Cardiology
Hi  I am rashes and hives on my skin. I am taking akt-2. Does this medicine causing allergies. What can i do to prevent skin rashes. It is causing itching.,other,any medicine can cause allergic reactions . Consult your treating doctor for change of medicine,https://1mg.com/drugs/adrenaline-tartrate-injection-242957,Dr. Sunil Sekhri,Diabetology
"My grand mother has suffered Hypoxic brain injury due to cardiac arrest, can you please suggest if we have any meditation ,or any treatment for this condition!",other,"Yes, she can be treated with homeopathy along with existing therapies she is taking, but for that you need to visit a doctor and discuss her complete case",https://1mg.com/drugs/adrenaline-tartrate-injection-242957,Dr. Saurav Arora,Homeopathy
what to do for allergic cold and running nose Please suggest any medicine or food what to do grow immunity and how to face allergic reactions,cold and cough,Need to take antiallergy tabets Do steaminhalation with cap karvol,https://1mg.com/drugs/adrenaline-tartrate-injection-242957,Dr. Sanjay Bhatt,Physician
"The patient is in ICU since 2 months suffering from hypoxic brain damage due to O2 going to abdomen instead of lungs after giving GA in OT. We have the reports and want to know the extent and tim req for recovery. She is a  too and went for a myomectomy surgery. Presently she has flexor withdrawal from pain, spontaneous eye opening and cries when see photo or hears voice of near ones specially her husband. Tries to look left or right when asked to do so but when she is conscious enough. Little sound comes out due to trachestomy tube sometimes lik when crying. She was completely normal before the incidence. She had a cardiac arrest in OT after which she was in coma for around 15 days.",other,maxmum recovery in first 5 - 6 months,https://1mg.com/drugs/adrenaline-tartrate-injection-242957,Dr. Vikas Sharma,Neurology
Tinidazole hypersensitivity on lips,other,Stop tinidazole and consult an ENT specialist. If hypersensitivity reactions is there may have to start steroid and anti allergic,https://1mg.com/drugs/adrenaline-tartrate-injection-242957,Dr. Shubhra Chandan Pradhan,ENT
Is there any treatment for varicose veins in Ayurveda,other,Kindly share pics of varicose veins,https://1mg.com/drugs/aldosmin-500mg-tablet-609979,Dr. Deepak Kumar Soni,Ayurveda
I have varicose vain in left leg,other,Please consult a General Surgeon for Varicose veins,https://1mg.com/drugs/aldosmin-500mg-tablet-609979,Dr. Ankit Soni,Homeopathy
Sir I need ur opinion on this images which I have send u its my mother having varicose veins.what is the treatment for this and wat I have to do now ?,other,No images Show 2 general surgery  f varicose veins,https://1mg.com/drugs/aldosmin-500mg-tablet-609979,Dr. Vikas Sharma,Neurology
"I have been suffering from varicose veins since last 20 years. I am using stockings, ointment massage treatment for pain relief. Also putting pillow below my feet, while I sleep. But not getting permanent relief from the disease. I suffer from severe pains, if I walk for 10 to 15 minutes. One of local doctor has advised me to do laser operation for permanent relief. Some doctors opine that laser treatment is also not a permanent relief. After some period, the trouble restarts again. Kindly advise over the permanent relief on varicose veins.",other,orthopedicians don't deal with varicose veins please consult a general surgeon,https://1mg.com/drugs/aldosmin-500mg-tablet-609979,Vipul Aggarwal,
"Varicose veins, heavy hitching I am suffering from last 5 years due to varicose veins blockage, always it will hitching in the veins, so many times total legs cramps/ muscle catches long time with heavy pain We are using stacks for both the leg's, but from last one year not using.",other,"For management of Varicose veins, please refer to a General Surgeon",https://1mg.com/drugs/aldosmin-500mg-tablet-609979,Dr. Akshat Goel,Orthopaedics
I had pregnancy induced vericose veins in my left leg. My baby is now 8 month old. The vericose veins are not visible but I face problem in folding my left leg.,other,Consult a surgeon for this problem Use varicose veins stockings while standing during the day,https://1mg.com/drugs/aldosmin-500mg-tablet-609979,Dr. Sfurti Mann,Internal Medicine
"Varicose veins, calf pain swel",other,u need a surgeon for it not a orthopedician,https://1mg.com/drugs/aldosmin-500mg-tablet-609979,Vipul Aggarwal,
I need varicose veins treatment,other,In Ayurved. Panchkarma treatment will help,https://1mg.com/drugs/aldosmin-500mg-tablet-609979,Dr. Aanchal Maheshwari,Ayurveda
Muscular pain in neck frequently,other,"take physiotherapy sittings and also do yoga, Tab shallaki mr cap 1 cap twice",https://1mg.com/drugs/acenac-mr-tablet-168470,Dr. Aanchal Maheshwari,Ayurveda
"Is acceclowoc-mr tablet can be taken whole life to relieve pain or suggest pain killer, muscle relaxant",other,"No pain killer can be taken whole life, u need to remove the problem",https://1mg.com/drugs/acenac-mr-tablet-168470,Dr. Pushkar Mani,Physician
Severe tooth pain need to know some good pain relief tablet. Currently we are giving intermac Sorry intagersic- Mr tablet,other,"painkiller only subside pain they DO NOT treat the root cause of it, pls go to a dentsit , get treatment done, than you wont need a painkiller, here i cannot prescribe a medicine, bcoz i dont know whether it might cause side effects to you, hope you understand",https://1mg.com/drugs/acenac-mr-tablet-168470,Dr. Gaurav Gupta,Dental Surgery
Knee pain and back pain so pl provide treatment,other,"Initially try exercise and movement every half hour as prolonged posture of any kind is leading cause of stress. Always sit with straight back preferably with support, avoid bending back and lifting weights ie >10kg if no relief then try local painkillers gel, spray before medical management. Local hot Fomentation with hot water bag, Lumbar belt support, Medication like T Acenac MR T Aciloc twice daily. Persistent pain may need MRI.",https://1mg.com/drugs/acenac-mr-tablet-168470,Dr. Gajanan Pandit,Orthopaedics
Patient has history of epilepsy. In 2006 epilepsy stroke arrived since then his memory is reducing. Admenta 10 & oleptal DT tabs r prescribed. But medicines are less effective over the period of time of its use.,other,Pls show pt 2 neurologist for clear opinion,https://1mg.com/drugs/admenta-5-tablet-17666,Dr. Vikas Sharma,Neurology
"My mother is suffering from dementia and taking donep10 mg and admenta 10 mg. Kindly suggest if there is some way around to treat this. Is stem cell therapy useful? Brain simulation useful? Kindly help. Thanks, Lalit",other,only experimental; no proven benefit so far,https://1mg.com/drugs/admenta-5-tablet-17666,Dr. Vikas Sharma,Neurology
"Starts interpreting with strange people Wants to roam around if he sees a vehicles,repeats the same things or questions.At public place becomes uncontrolled,wants to finish his food tea or coffee very fast,lack of sleep and roams inside house and checks every container what is there inside He is prescribed Aripiren 5, Nuhenz,Aricep10mg,Admenta 5 mg,qtripil 100",other,"Patient seems to have a mood disorder with or without dementia. It is treated with the medicines mentioned above. If treatment is in effective, your doctor will further modify the dose. Please maintain a regular follow up.",https://1mg.com/drugs/admenta-5-tablet-17666,Dr. Jyoti Kapoor Madan,Psychiatry
